Date,Open,High,Low,Close,Adj Close,Volume,Day
2023-02-28,525.900024,531.900024,521.140015,522.150024,516.43335,335800,0
2023-03-01,519.219971,522.48999,514.369995,515.450012,509.806641,375500,1
2023-03-02,510.649994,517.289978,508.470001,517.289978,511.626526,387100,2
2023-03-03,521.609985,537.280029,520.530029,536.669983,530.794312,382700,3
2023-03-06,537.950012,545.5,537.859985,542.909973,536.965881,568000,4
2023-03-07,542.919983,547.919983,531.47998,533.97998,528.133789,406600,5
2023-03-08,532.119995,537.820007,527.47998,535.849976,529.983337,254700,6
2023-03-09,537.080017,545.25,532.380005,535.039978,529.182129,499200,7
2023-03-10,535,536.849976,519.109985,522.27002,516.552002,595400,8
2023-03-13,517.799988,534.140015,513.840027,528.280029,522.496155,786300,9
2023-03-14,540.650024,558.280029,540.380005,548.25,542.247559,639000,10
2023-03-15,534.950012,538.349976,520.549988,536.77002,530.89325,506400,11
2023-03-16,533.969971,560.25,533.969971,546.570007,540.585938,456700,12
2023-03-17,547.080017,548.570007,532.51001,537.090027,531.209778,999600,13
2023-03-20,540.48999,545.109985,534.02002,544.330017,538.370483,353300,14
2023-03-21,550.289978,556.359985,549.429993,554.330017,548.260986,470800,15
2023-03-22,552.679993,563.809998,546.650024,547.179993,541.18927,414400,16
2023-03-23,546.309998,555.710022,541.609985,546.960022,540.971741,457500,17
2023-03-24,541.75,545,536.27002,543.099976,537.15387,323300,18
2023-03-27,548.400024,548.400024,538.900024,540.349976,534.434021,413200,19
2023-03-28,540.27002,543.150024,534.719971,542.900024,536.956177,222200,20
2023-03-29,549.549988,552.049988,543.460022,550.929993,544.898193,276400,21
2023-03-30,556.539978,556.539978,545.419983,548.719971,542.712341,328100,22
2023-03-31,553.5,559.789978,550.130005,559.690002,553.562378,347100,23
2023-04-03,553.549988,558.539978,550.01001,557.369995,551.2677,330100,24
2023-04-04,560.219971,563.059998,549.47998,550.380005,544.354309,457000,25
2023-04-05,546.460022,550.98999,536.27002,538.369995,532.475708,318600,26
2023-04-06,534.210022,537.390015,532.359985,533.650024,527.807373,333500,27
2023-04-10,528.320007,529.049988,512.580017,528.440002,522.65448,444000,28
2023-04-11,530.340027,535.369995,525.599976,529.669983,523.870911,391600,29
2023-04-12,535.780029,539.02002,529.73999,530.830017,525.01825,375800,30
2023-04-13,534.159973,543.150024,530.130005,542.609985,536.669312,301500,31
2023-04-14,541.119995,553.039978,538.309998,540.030029,534.117554,538400,32
2023-04-17,537.190002,544.969971,534.369995,537.570007,531.684448,477000,33
2023-04-18,542.130005,548.400024,537.609985,544.460022,538.499084,406600,34
2023-04-19,542.47998,547.200012,539.549988,545.47998,539.507813,230100,35
2023-04-20,540.369995,550.650024,539,546.580017,540.595825,208200,36
2023-04-21,547.539978,548.130005,543.070007,544.599976,538.637451,373600,37
2023-04-24,545.710022,548.390015,541.22998,544.609985,538.6474,389000,38
2023-04-25,535.789978,539.030029,471,471.149994,465.991669,1532500,39
2023-04-26,463.299988,467.619995,455,458.220001,453.203217,1601000,40
2023-04-27,466.48999,469.170013,459.119995,464.290009,459.206757,1210600,41
2023-04-28,462.630005,486.100006,462.630005,482.450012,477.167969,1107600,42
2023-05-01,482.829987,489.309998,480.140015,483.029999,477.741608,648400,43
2023-05-02,479.5,480.23999,466.100006,468.48999,463.360809,659200,44
2023-05-03,468.339996,476.589996,465.179993,465.769989,460.670563,492700,45
2023-05-04,464.190002,467.920013,461.160004,461.549988,456.496735,453100,46
2023-05-05,467.649994,474.320007,464.839996,473.649994,468.464294,423700,47
2023-05-08,474.820007,479,471.559998,472.880005,467.702728,461100,48
2023-05-09,468.790009,476.279999,468.790009,472.869995,467.692841,353800,49
2023-05-10,479,482.940002,470.829987,476.070007,470.857819,559600,50
2023-05-11,473.350006,475.690002,467.160004,470.399994,466.602448,338700,51
2023-05-12,472.23999,474.950012,463.630005,469.630005,465.838654,443400,52
2023-05-15,468.630005,469.839996,462.279999,463.559998,459.817688,442500,53
2023-05-16,460.549988,462.029999,455.149994,456.980011,453.290802,470300,54
2023-05-17,461.649994,463.309998,457.790009,461.269989,457.546143,389500,55
2023-05-18,461.700012,474.359985,457.660004,472.25,468.4375,466400,56
2023-05-19,473.670013,475.290009,467.869995,469.839996,466.046967,345500,57
2023-05-22,469.299988,475.480011,469.279999,472.420013,468.60614,274000,58
2023-05-23,467.720001,471.809998,457.130005,460.100006,456.38559,613900,59
2023-05-24,455.869995,460.899994,451.549988,457.190002,453.499084,536400,60
2023-05-25,460.779999,469.380005,460,466.51001,462.743866,491900,61
2023-05-26,470.440002,478.570007,468.51001,475.829987,471.988617,393200,62
2023-05-30,480.720001,486.5,469.600006,471.410004,467.604279,418200,63
2023-05-31,468.970001,471.690002,465.600006,470.529999,466.731384,723400,64
2023-06-01,471.170013,472,458.179993,466.970001,463.200134,414700,65
2023-06-02,472.529999,479.640015,471.299988,478.76001,474.894958,423600,66
2023-06-05,477.839996,483.559998,477.549988,480.809998,476.928375,358600,67
2023-06-06,478.170013,481.160004,473.359985,477.23999,473.387207,401700,68
2023-06-07,479.440002,483.829987,471.369995,472.48999,468.675537,465300,69
2023-06-08,474.339996,481.720001,471.920013,480.869995,476.987885,319500,70
2023-06-09,482.26001,482.26001,473.200012,473.850006,470.024597,393600,71
2023-06-12,477.459991,477.459991,470.730011,474.179993,470.351929,1044700,72
2023-06-13,477.190002,482.470001,471.660004,479.98999,476.115021,1373800,73
2023-06-14,480.48999,488.899994,473.26001,486.200012,482.274902,733900,74
2023-06-15,481.549988,489.700012,478.799988,487.549988,483.613983,457600,75
2023-06-16,491.649994,492.450012,477.399994,477.730011,473.873291,628400,76
2023-06-20,476.109985,478.190002,468.450012,473.779999,469.955139,559100,77
2023-06-21,467.76001,478.269989,465.200012,474.649994,470.818146,439000,78
2023-06-22,471.809998,471.809998,463.720001,467.200012,463.428284,349000,79
2023-06-23,462.649994,471.980011,460.01001,465.149994,461.394806,737200,80
2023-06-26,463.829987,466.429993,461.540009,463.25,459.510162,405200,81
2023-06-27,466.209991,469.720001,464.200012,465.079987,461.325378,456300,82
2023-06-28,466.309998,466.309998,456.940002,463.320007,459.57959,657700,83
2023-06-29,464.570007,470.700012,460.420013,462.070007,458.339691,718900,84
2023-06-30,466.339996,473.769989,462.429993,469.290009,465.501373,722100,85
2023-07-03,468.48999,472.929993,464.5,472.820007,469.002899,255100,86
2023-07-05,467.820007,474.529999,465.98999,473.320007,469.498871,500200,87
2023-07-06,466.01001,470.200012,463.76001,469.459991,465.670013,624900,88
2023-07-07,467.220001,475.170013,466.910004,471.75,467.941528,426500,89
2023-07-10,471.390015,481,468.540009,480.630005,476.749847,794300,90
2023-07-11,480.179993,489,478.290009,486.649994,482.721222,486100,91
2023-07-12,494.75,499.339996,493.23999,497.75,493.731628,501700,92
2023-07-13,499.899994,503.890015,497.410004,497.779999,493.761414,463400,93
2023-07-14,499.5,500.929993,495.209991,497.179993,493.166229,437800,94
2023-07-17,492.709991,499.440002,490.709991,499.25,495.219543,532400,95
2023-07-18,500,503.25,493.76001,502.829987,498.770599,443100,96
2023-07-19,501.290009,510.420013,501.290009,507.940002,503.839417,636900,97
2023-07-20,504.890015,512.429993,504.029999,509.660004,505.545502,490500,98
2023-07-21,511.48999,514.669983,505.019989,511.420013,507.29129,550500,99
2023-07-24,511.220001,514,500.730011,502.75,498.691284,709100,100
2023-07-25,508.670013,548.919983,507.559998,548.200012,543.774353,1144800,101
2023-07-26,550,564.349976,547.190002,557.25,552.751282,776100,102
2023-07-27,555.219971,561.440002,551.919983,553.599976,549.130737,687800,103
2023-07-28,560.469971,563.5,549.580017,550.280029,545.837585,411400,104
2023-07-31,548.900024,552.450012,543.369995,548.080017,543.655334,404900,105
2023-08-01,546.320007,549.01001,542.140015,545.940002,541.532593,450800,106
2023-08-02,540.619995,545.51001,532.849976,545.25,540.848145,613600,107
2023-08-03,542.679993,548.119995,539.52002,543.780029,539.390076,441100,108
2023-08-04,545.380005,551.619995,541.349976,542.26001,537.882324,385600,109
2023-08-07,545.650024,552.659973,544.219971,551.5,547.047729,344500,110
2023-08-08,547.75,549.049988,537.289978,548.070007,543.645386,369400,111
2023-08-09,547.5,553.48999,545.960022,546.200012,541.790527,276900,112
2023-08-10,548.590027,553.280029,542.820007,546.859985,543.819153,294600,113
2023-08-11,543.840027,549.47998,541.429993,548.98999,545.937256,242600,114
2023-08-14,550.119995,550.900024,546.159973,547.280029,544.236816,217800,115
2023-08-15,542.849976,542.849976,533.01001,533.820007,530.851624,294600,116
2023-08-16,532.789978,534.640015,529.599976,529.630005,526.684937,201300,117
2023-08-17,529.73999,529.73999,520.599976,520.75,517.85437,435500,118
2023-08-18,515.47998,524.25,512.22998,520.169983,517.277527,297300,119
2023-08-21,518.450012,526.73999,516.47998,524.73999,521.822144,353900,120
2023-08-22,527.409973,531.849976,524.73999,527.909973,524.974487,275800,121
2023-08-23,530.48999,536.02002,527.849976,535.849976,532.8703,264700,122
2023-08-24,536.580017,538.559998,530.659973,532.460022,529.499268,243500,123
2023-08-25,535.169983,537.690002,528.150024,531.150024,528.196533,189000,124
2023-08-28,532.75,534.719971,529.390015,532.150024,529.190979,190700,125
2023-08-29,531.919983,538.789978,529.469971,538.609985,535.61499,264800,126
2023-08-30,537.809998,547.130005,537.809998,544.130005,541.10437,224900,127
2023-08-31,545.179993,545.599976,540.900024,543.619995,540.597168,350100,128
2023-09-01,547.880005,547.880005,538.690002,541.390015,538.379578,214000,129
2023-09-05,538.190002,543.190002,532.320007,541.159973,538.150757,443700,130
2023-09-06,541.659973,548.5,540.429993,541.840027,538.827087,396400,131
2023-09-07,538.190002,547.409973,529.039978,546.48999,543.451233,318200,132
2023-09-08,548.460022,548.559998,531.859985,533.789978,530.821838,263900,133
2023-09-11,536.02002,538.090027,531.5,536.159973,533.178589,208900,134
2023-09-12,529.169983,532.609985,522.450012,525.969971,523.045288,409400,135
2023-09-13,527.22998,536.75,523.679993,535.25,532.273682,339200,136
2023-09-14,535.890015,539.359985,528.179993,538.690002,535.69458,376000,137
2023-09-15,530.539978,540.140015,529.349976,530.080017,527.132507,810400,138
2023-09-18,528.25,537.219971,525.26001,533.090027,530.125732,284900,139
2023-09-19,533.23999,538.630005,529.650024,538.049988,535.058105,254700,140
2023-09-20,540.549988,543.799988,534.02002,535.039978,532.06488,299800,141
2023-09-21,527.340027,530.549988,514.280029,515.419983,512.553894,481300,142
2023-09-22,515.559998,517.98999,510.720001,513.159973,510.306519,290600,143
2023-09-25,509.869995,517.359985,507.049988,516.900024,514.025757,299100,144
2023-09-26,511.600006,526.059998,511.600006,516.26001,513.389282,530600,145
2023-09-27,519.460022,522.22998,503.299988,511.940002,509.093292,339500,146
2023-09-28,513.98999,523.039978,513.01001,521.5,518.600159,339900,147
2023-09-29,526.859985,529.690002,512.27002,513.080017,510.22699,287800,148
2023-10-02,511.51001,513.609985,499.670013,506.98999,504.170837,306400,149
2023-10-03,504.549988,509.570007,491.679993,495.459991,492.704956,341600,150
2023-10-04,497.570007,502.5,495.540009,501.589996,498.800873,353000,151
2023-10-05,501.049988,502.910004,495.279999,498.130005,495.360138,367400,152
2023-10-06,493.380005,515.830017,490.470001,513.340027,510.485565,416600,153
2023-10-09,511.799988,518.289978,509.269989,515.369995,512.504272,243000,154
2023-10-10,515.030029,523.780029,510.809998,520.780029,517.884155,244300,155
2023-10-11,525.580017,527.650024,518.780029,523.169983,520.260864,253800,156
2023-10-12,525.659973,529.340027,517.25,520.090027,517.198059,311200,157
2023-10-13,521.599976,521.599976,506.470001,510.559998,507.721008,331600,158
2023-10-16,515.780029,520.98999,513.409973,515.460022,512.593811,191600,159
2023-10-17,510.820007,520.380005,510.820007,515.799988,512.931824,207100,160
2023-10-18,510.98999,512.97998,504.700012,505.98999,503.176392,418800,161
2023-10-19,507.230011,508.640015,496.119995,497.269989,494.504883,282600,162
2023-10-20,495.959991,498.549988,485.929993,489.73999,487.016754,340900,163
2023-10-23,487.179993,495,482.48999,487.589996,484.878693,323200,164
2023-10-24,489.350006,495.369995,483.399994,488.049988,485.336151,286600,165
2023-10-25,481.480011,490.029999,476.700012,479.630005,476.962982,292800,166
2023-10-26,478.350006,487.51001,477.809998,481.549988,478.872284,370900,167
2023-10-27,481.950012,485.559998,474.570007,476.190002,473.542114,398200,168
2023-10-30,479.779999,483.790009,474.410004,481.98999,479.309845,424000,169
2023-10-31,473,476.529999,466.230011,471.549988,468.927887,541600,170
2023-11-01,468.350006,480.619995,458.98999,471.850006,469.226257,687400,171
2023-11-02,480.190002,487.029999,475.899994,487.019989,484.311859,493700,172
2023-11-03,484.920013,498.799988,484.920013,497.76001,494.992157,355800,173
2023-11-06,498.429993,500.140015,493.119995,496.559998,493.798828,330600,174
2023-11-07,499.809998,503.660004,495.940002,497.299988,494.534729,457900,175
2023-11-08,496.940002,507.329987,496.940002,504.980011,503.569458,251200,176
2023-11-09,507.200012,512.809998,504.279999,506.220001,504.805969,257600,177
2023-11-10,509.140015,514.409973,500.390015,514.26001,512.823547,347000,178
2023-11-13,510,512.780029,501.299988,503.790009,502.382751,399200,179
2023-11-14,512.450012,522.909973,512.419983,518.049988,516.602905,397100,180
2023-11-15,520.099976,524.460022,518.690002,521.75,520.292603,284700,181
2023-11-16,523.27002,529.710022,521.01001,524.27002,522.805542,251000,182
2023-11-17,528.960022,528.960022,518.630005,521.419983,519.963501,354000,183
2023-11-20,521.859985,524.039978,518.950012,522.210022,520.751343,220400,184
2023-11-21,522,524.98999,518.650024,524.890015,523.423828,161500,185
2023-11-22,529.179993,533.349976,523.789978,523.969971,522.506348,180300,186
2023-11-24,522.869995,528.429993,522.109985,528.349976,526.874146,103800,187
2023-11-27,524.469971,528.030029,522.73999,525.349976,523.882507,193900,188
2023-11-28,522.390015,528.150024,522.219971,523.840027,522.37677,189400,189
2023-11-29,528.150024,532.080017,525.359985,526.570007,525.099121,211300,190
2023-11-30,526.419983,528.289978,516.580017,520.849976,519.395081,364400,191
2023-12-01,519.130005,528.289978,516.48999,527.700012,526.225952,402400,192
2023-12-04,524.75,532.5,522.02002,525.48999,524.022156,259100,193
2023-12-05,523.109985,524.570007,517.099976,523.429993,521.967896,195700,194
2023-12-06,526.919983,527.97998,515,515.109985,513.671143,359400,195
2023-12-07,516.98999,518.460022,507.380005,508.440002,507.019775,343400,196
2023-12-08,507.040009,509.070007,500.01001,506.679993,505.264679,348300,197
2023-12-11,507.709991,518.429993,507.709991,516.609985,515.166931,324400,198
2023-12-12,518.960022,526.25,513.039978,526.02002,524.550659,319400,199
2023-12-13,534.710022,546.969971,529.099976,546.369995,544.843811,696200,200
2023-12-14,551.25,559.859985,538.549988,542.109985,540.595703,510500,201
2023-12-15,541.51001,541.51001,528.48999,531.580017,530.095154,643800,202
2023-12-18,531.820007,536.419983,525.26001,532.859985,531.371521,564200,203
2023-12-19,535,544.23999,534.799988,542.530029,541.014587,351000,204
2023-12-20,541.719971,555.780029,540.140015,540.179993,538.671082,337500,205
2023-12-21,544.429993,553.429993,541.320007,553.02002,551.475281,317200,206
2023-12-22,554.75,562.700012,554.75,562.280029,560.709412,384900,207
2023-12-26,562.280029,563.349976,558.440002,561.27002,559.702209,145500,208
2023-12-27,561.570007,566.929993,561.570007,565.619995,564.040039,195000,209
2023-12-28,566.929993,573.179993,566.909973,570.599976,569.006104,245300,210
2023-12-29,569.440002,573.320007,563.859985,565.650024,564.070007,271500,211
2024-01-02,560.039978,561.52002,551.090027,555.799988,554.247437,364600,212
2024-01-03,552.909973,552.909973,544.840027,549.869995,548.334045,418600,213
2024-01-04,547.340027,562.320007,547.340027,559.719971,558.156494,368600,214
2024-01-05,556.200012,560.210022,536.359985,538.049988,536.547058,447100,215
2024-01-08,541.919983,543.26001,536.070007,543.150024,541.632813,347400,216
2024-01-09,537.830017,546.700012,537.820007,539.75,538.24231,358200,217
2024-01-10,541.630005,546.830017,538,546.659973,545.132996,243400,218
2024-01-11,549.780029,554.780029,546.099976,550.280029,548.74292,867600,219
2024-01-12,555.299988,556,542.309998,545.460022,543.936401,308600,220
2024-01-16,541.070007,543.52002,536.080017,542.469971,540.954712,604400,221
2024-01-17,532,539.299988,525.460022,538.159973,536.656738,538900,222
2024-01-18,551.349976,554.27002,539.359985,546.460022,544.933594,615100,223
2024-01-19,551.400024,556.280029,545.039978,553.929993,552.38269,380000,224
2024-01-22,556.830017,569.599976,556.169983,566.219971,564.638367,456000,225
2024-01-23,566.630005,571.190002,562.880005,563.799988,562.225098,362000,226
2024-01-24,567.789978,567.789978,558.090027,558.460022,556.900085,291500,227
2024-01-25,558.679993,559.590027,549.349976,554.77002,553.220398,508900,228
2024-01-26,557.090027,559.330017,544.359985,549.289978,547.755615,561600,229
2024-01-29,542.380005,551.47998,542.380005,550.950012,549.411011,683700,230
2024-01-30,580.140015,617.390015,580.140015,602.23999,600.557739,1307300,231
2024-01-31,600,612.530029,596.630005,598.619995,596.947876,817800,232
2024-02-01,598.940002,604.299988,584.409973,604.299988,602.612,785900,233
2024-02-02,603.359985,604.580017,590.669983,593.059998,591.403381,576300,234
2024-02-05,590.849976,592.390015,582.429993,583.390015,581.760437,715400,235
2024-02-06,586.929993,586.929993,579.340027,582,580.374268,469100,236
2024-02-07,585.080017,591.48999,578.349976,590.630005,588.980164,475400,237
2024-02-08,586.429993,588.47998,581.25,585.5,583.864502,515300,238
2024-02-09,585.390015,594.23999,584.5,592.419983,590.765198,336200,239
2024-02-12,592.929993,596.799988,589.419983,590.190002,588.541443,485100,240
2024-02-13,580,582.280029,570.799988,575.609985,574.002136,403400,241
2024-02-14,580.659973,580.659973,568.599976,572.799988,571.199951,443400,242
2024-02-15,573.640015,578.01001,571.320007,575.719971,575.719971,386300,243
2024-02-16,573.25,578.380005,568.070007,568.75,568.75,327700,244
2024-02-20,559.380005,560.26001,551.179993,556.559998,556.559998,903800,245
2024-02-21,554.5,559.73999,549.570007,555.650024,555.650024,501600,246
2024-02-22,563.789978,569.51001,560.119995,565.469971,565.469971,482200,247
2024-02-23,568.48999,571.179993,566.070007,568.969971,568.969971,410400,248
2024-02-26,569.25,574.140015,567.619995,567.929993,567.929993,398400,249
2024-02-27,567.780029,567.780029,557.619995,557.840027,557.840027,413500,250
2024-02-28,554.859985,566.422913,554.76001,566,566,253621,251